"individualID","domainID","siteID","plotID","namedLocation","uid.x","date.x","eventID.x","subplotID","nestedSubplotID","pointID","stemDistance","stemAzimuth","recordType","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks.x","measuredBy.x","recordedBy.x","dataQF.x","publicationDate.x","release.x","utmZone","adjNorthing","adjEasting","adjCoordinateUncertainty","adjDecimalLatitude","adjDecimalLongitude","adjElevation","adjElevationUncertainty","uid.y","date.y","eventID.y","tempStemID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","dendrometerInstallationDate","initialGapMeasurementDate","initialBandStemDiameter","initialDendrometerGap","dendrometerHeight","dendrometerGap","dendrometerCondition","bandStemDiameter","remarks.y","recordedBy.y","measuredBy.y","dataQF.y","publicationDate.y","release.y","dataEntryRecordID"
"NEON.PLA.D17.SOAP.04562","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","85f1a62a-c1fa-4cd9-98e3-7622f361e8d2",2019-06-19,"vst_SOAP_2019","32","2",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"c3f0a889-ac56-4709-b3ef-e4e55b11eba3",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.7,0.2,NA,NA,0.3,0.3,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04563","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","ec9a6419-4b6a-4850-b693-e64cdafb3d3d",2019-06-19,"vst_SOAP_2019","32","2",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"e12d4c00-76cb-4e9f-8563-67241e8d5d7d",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.6,0.4,NA,NA,0.4,0.3,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04564","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","987c3b7e-0261-4b2b-8e2c-72698a7ef097",2019-06-19,"vst_SOAP_2019","32","2",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"cd64fc18-231e-44c6-851c-37369f947c7c",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.6,0.3,NA,NA,0.4,0.3,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04565","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","7545ad89-d0ff-4de0-a779-cc2b1d12b60a",2019-06-19,"vst_SOAP_2019","32","2",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"b1208e4f-72fa-468a-ab20-ea0b03e3d3de",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.6,0.2,NA,NA,0.3,0.3,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04566","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","142257a1-bc75-4e22-bf90-6fedcf05766d",2019-06-19,"vst_SOAP_2019","32","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"84b0d3d5-e7b0-438a-b30a-4bd77a4c5039",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.6,0.3,NA,NA,0.3,0.3,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04567","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","55b395a4-7587-468a-a4db-4de15d7a7459",2019-06-19,"vst_SOAP_2019","32","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"dfa9474a-2c5c-4d6f-ace6-b97e40f4cb6f",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,1,0.1,NA,NA,1.1,1,NA,"ellipsoid or sphere",1.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04568","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","5aa52845-109f-464b-9a88-ee6c4d535d7c",2019-06-19,"vst_SOAP_2019","41","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"bbfeb1df-5db1-45bd-aae9-dec59ae325da",2019-06-20,"vst_SOAP_2019",NA,"ok","sapling","Live",NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,2.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04570","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","a1ff3c42-2bda-4d83-a023-b251d45b4658",2019-06-19,"vst_SOAP_2019","41","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"0c2d757b-77b8-4488-83ba-1cb30a604dd0",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.8,NA,NA,NA,0.6,0.4,NA,"inverted cone",1.4,10,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04570","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","a1ff3c42-2bda-4d83-a023-b251d45b4658",2019-06-19,"vst_SOAP_2019","41","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"f25a7053-b0a3-430d-8204-2df043d41ac9",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.8,NA,NA,NA,0.6,0.4,NA,"inverted cone",1.3,10,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04571","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","4c6e8633-02f0-4619-a4ef-0e3ebcf25e70",2019-06-19,"vst_SOAP_2019","41","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"0b1edcc8-3a46-4e8c-a6a4-b7cc36fc9ecc",2019-06-20,"vst_SOAP_2019",NA,"ok","single shrub","Standing dead",2,130,NA,1.4,NA,NA,NA,3.8,1.2,NA,"inverted cone",3.6,10,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04572","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","098516a6-1597-4bb1-a285-c970dc00500c",2019-06-19,"vst_SOAP_2019","41","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"f6485098-50af-4717-ac75-221fe1e0dcac",2019-06-20,"vst_SOAP_2019",NA,"ok","single shrub","Standing dead",1.2,130,NA,0.2,NA,NA,NA,2,0.6,NA,"inverted cone",2.6,10,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04573","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","83b8acab-fb49-4b11-9e1d-56b664b36ca8",2019-06-19,"vst_SOAP_2019","41","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"6d7c19cb-b4c2-4b13-855c-d6b88483af9d",2019-06-20,"vst_SOAP_2019",NA,"ok","single shrub","Standing dead",1.5,130,NA,0.3,0.1,NA,NA,2,0.3,NA,"ellipsoid or sphere",3.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04574","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","9d30d347-8725-4926-9718-3168123c6e92",2019-06-19,"vst_SOAP_2019","41","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"f3fa0a40-5abf-4b73-96f2-cacefd71c527",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.3,0.1,NA,NA,0.1,0.1,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04575","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","f7b452c4-87c5-40e8-b3b5-a5aef668dab5",2019-06-19,"vst_SOAP_2019","41","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"eaf09d50-778a-4b47-890f-f871d6c063f8",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,1.1,0.1,NA,NA,0.8,0.3,NA,"ellipsoid or sphere",1.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04576","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","ac9825f7-c5dd-4750-8146-94b147d652a2",2019-06-19,"vst_SOAP_2019","41","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"3b04d09d-f260-4bb5-b2ba-09f6e4a2fc61",2019-06-20,"vst_SOAP_2019",NA,"ok","single shrub","Live",7.8,130,NA,2.7,NA,NA,NA,2.6,2.4,NA,"inverted cone",10.2,10,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04577","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","2e82d044-38e7-45d8-b4a7-5f7c0e1f07bd",2019-06-19,"vst_SOAP_2019","41","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"46d70679-20e1-45e9-bc5e-5779a0483e9f",2019-06-20,"vst_SOAP_2019",NA,"ok","single shrub","Live",7.7,130,NA,2.8,0.3,NA,NA,4.8,3.1,NA,"ellipsoid or sphere",11.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04578","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","62891add-3527-44b4-89a7-d366852258d7",2019-06-19,"vst_SOAP_2019","41","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"8c028310-235e-43e9-8b28-f92012956f3c",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,1,0.2,NA,NA,1.3,0.5,NA,"ellipsoid or sphere",2.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04579","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","38af8c4b-afa8-4817-8731-4a025b5b8122",2019-06-19,"vst_SOAP_2019","31","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"2f75c38c-5521-4e12-8cb1-c64e7ed1c83b",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.5,0.3,NA,NA,0.5,0.4,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04580","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","12103b40-ab24-4b2d-b325-e29948529520",2019-06-19,"vst_SOAP_2019","31","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"1248f657-3721-45e9-a20b-161866648f46",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.8,0.2,NA,NA,0.8,0.4,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04581","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","ba9ee85d-1aa9-41f4-a163-e979fe3a6d7a",2019-06-19,"vst_SOAP_2019","31","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"ba8954d9-67af-4d77-8e8e-7ee3e8019459",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Standing dead",NA,NA,NA,0.8,0.2,NA,NA,1.4,0.4,NA,"ellipsoid or sphere",5.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04582","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","c347f0c4-bdd4-43aa-a639-57d5773e30b0",2019-06-19,"vst_SOAP_2019","31","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","2PLANT","Unknown plant","kingdom",NA,"Pokey Ball_2019",NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"6cdb9a13-7de0-4d1d-804c-0c0bfc7a434e",2019-06-20,"vst_SOAP_2019",NA,"ok","single shrub","Live",1.4,130,NA,2.1,0.1,NA,NA,1.7,1.4,NA,"ellipsoid or sphere",3.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04583","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","eaa0eaa2-ef92-4fe6-afd3-e92530f63918",2019-06-19,"vst_SOAP_2019","31","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","2PLANT","Unknown plant","kingdom",NA,"Pokey Ball_2019",NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"c9c4d290-9014-46af-a387-eabaa7c946d8",2019-06-20,"vst_SOAP_2019",NA,"ok","single shrub","Live",1.2,130,NA,2.2,0.4,NA,NA,1.9,1.8,NA,"ellipsoid or sphere",3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04584","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","c7a97a9b-da82-4417-8c0c-d5cc6d6708d2",2019-06-19,"vst_SOAP_2019","31","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0003-0607-4441","0000-0003-0591-0540",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"68046052-e499-4a22-888b-d89527180e4d",2019-06-20,"vst_SOAP_2019",NA,"ok","single shrub","Live",5.4,130,NA,1.9,0.3,NA,NA,3.4,3.2,NA,"ellipsoid or sphere",8.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04585","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","701a5fb1-c60f-48e0-a29f-b6fa8c71209a",2019-06-24,"vst_SOAP_2019","40","3",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"92725575-be8e-43f2-8d41-3d72ba6ebfde",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.7,0.2,NA,NA,0.8,0.4,NA,"ellipsoid or sphere",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04586","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","1b05de96-d4e5-4b09-bb53-b84af8fe9a26",2019-06-24,"vst_SOAP_2019","40","3",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"5886346f-c6c9-4aab-b391-69598679196c",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,1.6,0.1,NA,NA,0.5,0.3,NA,"ellipsoid or sphere",1.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04588","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","c4acfc06-67a7-4cdc-8cd9-277511f1ed03",2019-06-24,"vst_SOAP_2019","40","3",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"7a3ae282-1c77-42e2-b37b-13611d979180",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.3,NA,NA,NA,0.7,0.6,NA,"inverted cone",1,10,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04588","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","c4acfc06-67a7-4cdc-8cd9-277511f1ed03",2019-06-24,"vst_SOAP_2019","40","3",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"fe5c0969-d944-4efb-a94f-07a84769988a",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.3,NA,NA,NA,0.7,0.6,NA,"inverted cone",1,10,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,"Partially dying","0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04590","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","6fb6b700-0d2b-4544-8e57-4338b52f9179",2019-06-24,"vst_SOAP_2019","40","3",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"7567114a-8cdb-4862-9fcc-c3da2646ce0a",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.5,NA,NA,NA,1.1,0.4,NA,"inverted cone",1,10,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.04590","D17","SOAP","SOAP_007","SOAP_007.basePlot.vst","6fb6b700-0d2b-4544-8e57-4338b52f9179",2019-06-24,"vst_SOAP_2019","40","3",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vG","CHFO","Chamaebatia foliolosa Benth.","species",NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"9af74737-14a6-40da-a8f8-4e0b57969a7e",2019-06-20,"vst_SOAP_2019",NA,"ok","small shrub","Live",NA,NA,NA,0.5,NA,NA,NA,1.1,0.4,NA,"inverted cone",1.1,10,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-0591-0540","0000-0003-0607-4441",NA,"20220104T175203Z","RELEASE-2022",NA
